customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
C-ADV-00869,27,13,464.82,3,2,2,7,Others
C-ADV-00870,15,21,7482.13,4,4,5,13,Champions
C-ADV-00871,22,34,1560.11,3,5,4,12,Loyal Customers
C-ADV-00872,2,21,1702.5,5,4,4,13,Champions
C-ADV-00873,49,19,306.79,2,4,1,7,At Risk (Big Spenders)
C-ADV-00874,11,29,4618.09,4,5,5,14,Champions
C-ADV-00875,26,24,2376.88,3,4,4,11,Loyal Customers
C-ADV-00876,3,13,3284.4700000000003,5,2,5,12,Promising (New)
C-ADV-00877,32,5,523.71,2,1,2,5,Hibernating
C-ADV-00878,5,24,2044.25,5,4,4,13,Champions
C-ADV-00879,2,26,2357.18,5,5,4,14,Champions
C-ADV-00880,29,18,1094.92,3,3,3,9,Loyal Customers
C-ADV-00881,14,31,2669.33,4,5,4,13,Champions
C-ADV-00882,23,9,385.98,3,1,2,6,Others
C-ADV-00883,67,8,81.08,1,1,1,3,Hibernating
C-ADV-00884,8,18,1378.45,5,3,4,12,Loyal Customers
C-ADV-00885,44,8,362.93,2,1,1,4,Hibernating
C-ADV-00886,16,15,391.46,4,3,2,9,Loyal Customers
C-ADV-00887,98,9,369.6,1,1,1,3,Hibernating
C-ADV-00888,27,17,3625.14,3,3,5,11,Loyal Customers
C-ADV-00889,18,11,971.38,3,2,3,8,Others
C-ADV-00890,106,17,384.81,1,3,2,6,Others
C-ADV-00891,13,34,375.09000000000003,4,5,1,10,Champions
C-ADV-00892,11,12,4426.4,4,2,5,11,Promising (New)
C-ADV-00893,19,28,8916.54,3,5,5,13,Loyal Customers
C-ADV-00894,25,14,1008.08,3,3,3,9,Loyal Customers
C-ADV-00895,51,12,178.49,2,2,1,5,Hibernating
C-ADV-00896,10,6,419.59999999999997,4,1,2,7,Promising (New)
C-ADV-00897,48,24,824.81,2,4,3,9,At Risk (Big Spenders)
C-ADV-00898,6,30,2246.69,5,5,4,14,Champions
C-ADV-00899,11,10,1914.8799999999999,4,2,4,10,Promising (New)
C-ADV-00900,9,13,427.49,4,2,2,8,Promising (New)
C-ADV-00901,15,15,6232.38,4,3,5,12,Loyal Customers
C-ADV-00902,19,16,2956.36,3,3,5,11,Loyal Customers
C-ADV-00903,143,9,344.08,1,1,1,3,Hibernating
C-ADV-00904,15,14,2440.2,4,3,4,11,Loyal Customers
C-ADV-00905,66,9,159.18,1,1,1,3,Hibernating
C-ADV-00906,9,15,186.98,4,3,1,8,Loyal Customers
C-ADV-00907,51,18,642.15,2,3,2,7,Others
C-ADV-00908,10,23,810.31,4,4,3,11,Champions
C-ADV-00909,29,9,102.86,3,1,1,5,Others
C-ADV-00910,26,12,2139.2,3,2,4,9,Others
C-ADV-00911,25,20,228.77,3,4,1,8,Loyal Customers
C-ADV-00912,12,7,5668.82,4,1,5,10,Promising (New)
C-ADV-00913,30,12,1242.06,3,2,3,8,Others
C-ADV-00914,13,28,862.18,4,5,3,12,Champions
C-ADV-00915,26,4,280.61,3,1,1,5,Others
C-ADV-00916,49,27,327.6,2,5,1,8,At Risk (Big Spenders)
C-ADV-00917,43,15,8103.96,2,3,5,10,Others
C-ADV-00918,33,16,3735.4,2,3,5,10,Others
C-ADV-00919,11,23,7092.33,4,4,5,13,Champions
C-ADV-00920,26,12,238.38,3,2,1,6,Others
C-ADV-00921,165,14,330.73,1,3,1,5,Others
C-ADV-00922,16,35,708.66,4,5,2,11,Champions
C-ADV-00923,225,7,470.19,1,1,2,4,Hibernating
C-ADV-00924,1,17,1462.05,5,3,4,12,Loyal Customers
C-ADV-00925,12,19,772.58,4,4,3,11,Champions
C-ADV-00926,29,22,3075.04,3,4,5,12,Loyal Customers
C-ADV-00927,59,5,1087.86,2,1,3,6,Hibernating
C-ADV-00928,123,5,176.38,1,1,1,3,Hibernating
C-ADV-00929,8,21,415.59,5,4,2,11,Champions
C-ADV-00930,38,9,802.67,2,1,3,6,Hibernating
C-ADV-00931,21,25,4960.48,3,5,5,13,Loyal Customers
C-ADV-00932,31,6,910.73,3,1,3,7,Others
C-ADV-00933,4,7,270.55,5,1,1,7,Promising (New)
C-ADV-00934,51,18,1832.49,2,3,4,9,Others
C-ADV-00935,7,40,1891.86,5,5,4,14,Champions
C-ADV-00936,20,15,137.66,3,3,1,7,Loyal Customers
C-ADV-00937,7,30,2094.74,5,5,4,14,Champions
C-ADV-00938,156,10,379.22999999999996,1,2,1,4,Hibernating
C-ADV-00939,26,18,2303.65,3,3,4,10,Loyal Customers
C-ADV-00940,7,23,8895.36,5,4,5,14,Champions
C-ADV-00941,77,3,282.69,1,1,1,3,Hibernating
C-ADV-00942,3,32,1281.04,5,5,3,13,Champions
C-ADV-00943,14,35,18491.03,4,5,5,14,Champions
C-ADV-00944,6,23,1009.4,5,4,3,12,Champions
C-ADV-00945,8,12,1429.71,5,2,4,11,Promising (New)
C-ADV-00946,53,10,166.99,2,2,1,5,Hibernating
C-ADV-00947,30,12,2596.75,3,2,4,9,Others
C-ADV-00948,20,16,3320.19,3,3,5,11,Loyal Customers
C-ADV-00949,39,11,1306.03,2,2,3,7,Hibernating
C-ADV-00950,20,22,791.1899999999999,3,4,3,10,Loyal Customers
C-ADV-00951,6,13,626.87,5,2,2,9,Promising (New)
C-ADV-00952,111,2,552.0699999999999,1,1,2,4,Hibernating
C-ADV-00953,120,14,1140.2,1,3,3,7,Others
C-ADV-00954,17,11,1919.94,4,2,4,10,Promising (New)
C-ADV-00955,24,19,4175.74,3,4,5,12,Loyal Customers
C-ADV-00956,30,14,213.05,3,3,1,7,Loyal Customers
C-ADV-00957,14,17,174.26,4,3,1,8,Loyal Customers
C-ADV-00958,124,10,509.57,1,2,2,5,Hibernating
C-ADV-00959,67,13,3048.56,1,2,5,8,Hibernating
C-ADV-00960,64,20,710.58,1,4,2,7,At Risk (Big Spenders)
C-ADV-00961,5,13,3073.29,5,2,5,12,Promising (New)
C-ADV-00962,6,35,4503.29,5,5,5,15,Champions
C-ADV-00963,4,19,1917.9299999999998,5,4,4,13,Champions
C-ADV-00964,7,24,3794.0099999999998,5,4,5,14,Champions
C-ADV-00965,21,9,210.18,3,1,1,5,Others
C-ADV-00966,27,22,761.29,3,4,3,10,Loyal Customers
C-ADV-00967,13,23,2453.05,4,4,4,12,Champions
C-ADV-00968,7,10,279.86,5,2,1,8,Promising (New)
C-ADV-00969,26,7,133.91,3,1,1,5,Others
C-ADV-00970,6,9,493.51,5,1,2,8,Promising (New)
C-ADV-00971,14,21,2759.54,4,4,5,13,Champions
C-ADV-00972,2,19,783.62,5,4,3,12,Champions
C-ADV-00973,7,21,2102.71,5,4,4,13,Champions
C-ADV-00974,4,7,164.36,5,1,1,7,Promising (New)
C-ADV-00975,7,18,1218.1,5,3,3,11,Loyal Customers
C-ADV-00976,60,7,600.22,2,1,2,5,Hibernating
C-ADV-00977,10,24,3169.0,4,4,5,13,Champions
C-ADV-00978,105,9,681.48,1,1,2,4,Hibernating
C-ADV-00979,174,4,410.95,1,1,2,4,Hibernating
C-ADV-00980,1,20,978.58,5,4,3,12,Champions
C-ADV-00981,27,21,1246.23,3,4,3,10,Loyal Customers
C-ADV-00982,30,12,520.51,3,2,2,7,Others
C-ADV-00983,74,5,794.32,1,1,3,5,Hibernating
C-ADV-00984,43,13,766.59,2,2,3,7,Hibernating
C-ADV-00985,58,25,1415.63,2,5,4,11,At Risk (Big Spenders)
C-ADV-00986,47,10,655.9300000000001,2,2,2,6,Hibernating
C-ADV-00987,19,21,3443.96,3,4,5,12,Loyal Customers
C-ADV-00988,28,20,7693.74,3,4,5,12,Loyal Customers
C-ADV-00989,136,13,323.21,1,2,1,4,Hibernating
C-ADV-00990,12,19,4960.79,4,4,5,13,Champions
C-ADV-00991,10,12,2882.93,4,2,5,11,Promising (New)
C-ADV-00992,8,37,1303.26,5,5,3,13,Champions
C-ADV-00993,135,10,79.03,1,2,1,4,Hibernating
C-ADV-00994,9,12,279.11,4,2,1,7,Promising (New)
C-ADV-00995,1,33,2065.61,5,5,4,14,Champions
C-ADV-00996,26,33,606.07,3,5,2,10,Loyal Customers
C-ADV-00997,103,16,1452.2,1,3,4,8,Others
C-ADV-00998,12,23,376.85,4,4,1,9,Champions
C-ADV-00999,9,27,102.71,4,5,1,10,Champions
C-ADV-01000,54,30,1921.16,2,5,4,11,At Risk (Big Spenders)
C-ADV-01001,74,7,931.68,1,1,3,5,Hibernating
C-ADV-01002,17,30,994.81,4,5,3,12,Champions
C-ADV-01003,24,11,667.62,3,2,2,7,Others
C-ADV-01004,19,20,2698.7,3,4,5,12,Loyal Customers
C-ADV-01005,304,1,12.65,1,1,1,3,Hibernating
C-ADV-01006,62,5,838.81,2,1,3,6,Hibernating
C-ADV-01007,3,31,1282.81,5,5,3,13,Champions
C-ADV-01008,1,15,551.57,5,3,2,10,Loyal Customers
C-ADV-01009,78,8,750.27,1,1,2,4,Hibernating
C-ADV-01010,24,11,489.01,3,2,2,7,Others
C-ADV-01011,67,22,408.43,1,4,2,7,At Risk (Big Spenders)
C-ADV-01012,14,9,524.83,4,1,2,7,Promising (New)
C-ADV-01013,90,30,4142.85,1,5,5,11,At Risk (Big Spenders)
C-ADV-01014,13,12,1060.48,4,2,3,9,Promising (New)
C-ADV-01015,22,6,430.81,3,1,2,6,Others
C-ADV-01016,140,2,120.35,1,1,1,3,Hibernating
C-ADV-01017,28,40,2559.94,3,5,4,12,Loyal Customers
C-ADV-01018,13,15,1180.6,4,3,3,10,Loyal Customers
C-ADV-01019,26,27,3695.76,3,5,5,13,Loyal Customers
C-ADV-01020,17,9,5822.61,4,1,5,10,Promising (New)
C-ADV-01021,148,24,1377.95,1,4,4,9,At Risk (Big Spenders)
C-ADV-01022,63,12,361.99,1,2,1,4,Hibernating
C-ADV-01023,1,4,80.68,5,1,1,7,Promising (New)
C-ADV-01024,18,20,4076.17,3,4,5,12,Loyal Customers
C-ADV-01025,96,11,844.1800000000001,1,2,3,6,Hibernating
C-ADV-01026,67,8,1064.1399999999999,1,1,3,5,Hibernating
C-ADV-01027,5,29,75.94,5,5,1,11,Champions
C-ADV-01028,96,11,127.61,1,2,1,4,Hibernating
C-ADV-01029,1,35,1965.98,5,5,4,14,Champions
C-ADV-01030,82,12,717.97,1,2,2,5,Hibernating
C-ADV-01031,23,29,4283.62,3,5,5,13,Loyal Customers
C-ADV-01032,24,16,5098.22,3,3,5,11,Loyal Customers
C-ADV-01033,10,10,437.82,4,2,2,8,Promising (New)
C-ADV-01034,6,8,310.94,5,1,1,7,Promising (New)
C-ADV-01035,122,15,423.41,1,3,2,6,Others
C-ADV-01036,49,21,2946.57,2,4,5,11,At Risk (Big Spenders)
C-ADV-01037,12,12,282.75,4,2,1,7,Promising (New)
C-ADV-01038,7,15,1092.61,5,3,3,11,Loyal Customers
C-ADV-01039,6,29,904.27,5,5,3,13,Champions
C-ADV-01040,115,12,757.0799999999999,1,2,3,6,Hibernating
C-ADV-01041,23,7,715.27,3,1,2,6,Others
C-ADV-01042,161,13,917.93,1,2,3,6,Hibernating
C-ADV-01043,28,6,495.73,3,1,2,6,Others
C-ADV-01044,7,12,382.12,5,2,1,8,Promising (New)
C-ADV-01045,2,23,654.28,5,4,2,11,Champions
C-ADV-01046,5,8,300.27,5,1,1,7,Promising (New)
C-ADV-01047,72,6,1214.45,1,1,3,5,Hibernating
C-ADV-01048,45,14,782.81,2,3,3,8,Others
C-ADV-01049,139,15,2459.7000000000003,1,3,4,8,Others
C-ADV-01050,3,26,2021.5,5,5,4,14,Champions
C-ADV-01051,27,15,671.67,3,3,2,8,Loyal Customers
C-ADV-01052,50,21,651.06,2,4,2,8,At Risk (Big Spenders)
C-ADV-01053,126,20,383.82,1,4,2,7,At Risk (Big Spenders)
C-ADV-01054,17,21,5025.36,4,4,5,13,Champions
C-ADV-01055,40,13,335.3,2,2,1,5,Hibernating
C-ADV-01056,146,19,554.06,1,4,2,7,At Risk (Big Spenders)
C-ADV-01057,21,14,3827.14,3,3,5,11,Loyal Customers
C-ADV-01058,4,15,1641.81,5,3,4,12,Loyal Customers
C-ADV-01059,2,15,1432.21,5,3,4,12,Loyal Customers
C-ADV-01060,34,10,606.79,2,2,2,6,Hibernating
C-ADV-01061,126,8,69.85,1,1,1,3,Hibernating
C-ADV-01062,25,19,1072.2,3,4,3,10,Loyal Customers
C-ADV-01063,9,17,4141.8,4,3,5,12,Loyal Customers
C-ADV-01064,2,14,10483.37,5,3,5,13,Loyal Customers
C-ADV-01065,6,31,522.49,5,5,2,12,Champions
C-ADV-01066,29,24,667.61,3,4,2,9,Loyal Customers
C-ADV-01067,29,22,4524.64,3,4,5,12,Loyal Customers
C-ADV-01068,26,7,1250.54,3,1,3,7,Others
C-ADV-01069,10,17,730.63,4,3,2,9,Loyal Customers
C-ADV-01070,23,27,983.32,3,5,3,11,Loyal Customers
C-ADV-01071,29,34,613.45,3,5,2,10,Loyal Customers
C-ADV-01072,92,8,235.14,1,1,1,3,Hibernating
C-ADV-01073,55,8,3068.98,2,1,5,8,Hibernating
C-ADV-01074,73,16,478.4,1,3,2,6,Others
C-ADV-01075,3,16,1857.6000000000001,5,3,4,12,Loyal Customers
C-ADV-01076,46,10,306.97,2,2,1,5,Hibernating
C-ADV-01077,5,30,1513.6299999999999,5,5,4,14,Champions
C-ADV-01078,25,18,1248.16,3,3,3,9,Loyal Customers
C-ADV-01079,112,8,1219.67,1,1,3,5,Hibernating
C-ADV-01080,14,13,1013.79,4,2,3,9,Promising (New)
C-ADV-01081,38,19,1916.38,2,4,4,10,At Risk (Big Spenders)
C-ADV-01082,44,7,77.42,2,1,1,4,Hibernating
C-ADV-01083,7,20,1344.81,5,4,4,13,Champions
C-ADV-01084,6,19,1663.24,5,4,4,13,Champions
C-ADV-01085,2,12,403.96999999999997,5,2,2,9,Promising (New)
C-ADV-01086,25,10,3135.93,3,2,5,10,Others
C-ADV-01087,7,26,1738.91,5,5,4,14,Champions
C-ADV-01088,12,16,814.16,4,3,3,10,Loyal Customers
C-ADV-01089,17,19,1368.1399999999999,4,4,4,12,Champions
C-ADV-01090,71,25,259.71,1,5,1,7,At Risk (Big Spenders)
C-ADV-01091,23,9,3154.38,3,1,5,9,Others
C-ADV-01092,11,9,265.94,4,1,1,6,Promising (New)
C-ADV-01093,13,21,1827.48,4,4,4,12,Champions
C-ADV-01094,3,29,328.45,5,5,1,11,Champions
C-ADV-01095,173,12,6807.41,1,2,5,8,Hibernating
C-ADV-01096,104,9,1218.76,1,1,3,5,Hibernating
C-ADV-01097,56,21,8210.66,2,4,5,11,At Risk (Big Spenders)
C-ADV-01098,2,11,1546.06,5,2,4,11,Promising (New)
C-ADV-01099,2,13,930.09,5,2,3,10,Promising (New)
C-ADV-01100,16,17,1313.3899999999999,4,3,3,10,Loyal Customers
C-ADV-01101,31,27,2029.51,3,5,4,12,Loyal Customers
C-ADV-01102,14,33,4472.67,4,5,5,14,Champions
C-ADV-01103,7,10,373.40999999999997,5,2,1,8,Promising (New)
C-ADV-01104,28,19,1017.04,3,4,3,10,Loyal Customers
C-ADV-01105,109,9,294.59,1,1,1,3,Hibernating
C-ADV-01106,25,21,2803.57,3,4,5,12,Loyal Customers
C-ADV-01107,6,17,2619.78,5,3,4,12,Loyal Customers
C-ADV-01108,18,19,2553.17,3,4,4,11,Loyal Customers
C-ADV-01109,36,18,637.63,2,3,2,7,Others
C-ADV-01110,46,12,1725.48,2,2,4,8,Hibernating
C-ADV-01111,36,3,78.84,2,1,1,4,Hibernating
C-ADV-01112,39,24,589.94,2,4,2,8,At Risk (Big Spenders)
C-ADV-01113,1,14,115.67999999999999,5,3,1,9,Loyal Customers
C-ADV-01114,46,5,152.85,2,1,1,4,Hibernating
C-ADV-01115,39,13,374.36,2,2,1,5,Hibernating
C-ADV-01116,65,5,711.22,1,1,2,4,Hibernating
C-ADV-01117,109,12,109.88,1,2,1,4,Hibernating
C-ADV-01118,4,20,1217.29,5,4,3,12,Champions
C-ADV-01119,21,23,1136.35,3,4,3,10,Loyal Customers
C-ADV-01120,45,14,2735.3199999999997,2,3,5,10,Others
C-ADV-01121,3,29,1163.31,5,5,3,13,Champions
C-ADV-01122,67,19,609.36,1,4,2,7,At Risk (Big Spenders)
C-ADV-01123,25,19,836.7,3,4,3,10,Loyal Customers
C-ADV-01124,74,29,1258.98,1,5,3,9,At Risk (Big Spenders)
C-ADV-01125,61,6,781.88,2,1,3,6,Hibernating
C-ADV-01126,28,13,1270.93,3,2,3,8,Others
C-ADV-01127,22,18,3974.0,3,3,5,11,Loyal Customers
C-ADV-01128,54,11,687.97,2,2,2,6,Hibernating
C-ADV-01129,11,30,457.38,4,5,2,11,Champions
C-ADV-01130,6,15,625.92,5,3,2,10,Loyal Customers
C-ADV-01131,13,25,409.93,4,5,2,11,Champions
C-ADV-01132,23,14,117.95,3,3,1,7,Loyal Customers
C-ADV-01133,57,8,917.87,2,1,3,6,Hibernating
C-ADV-01134,164,11,396.78,1,2,2,5,Hibernating
C-ADV-01135,15,28,4092.53,4,5,5,14,Champions
C-ADV-01136,12,28,5928.0,4,5,5,14,Champions
C-ADV-01137,34,16,324.65999999999997,2,3,1,6,Others
C-ADV-01138,10,28,4888.63,4,5,5,14,Champions
C-ADV-01139,8,31,4942.65,5,5,5,15,Champions
C-ADV-01140,252,6,2171.61,1,1,4,6,Hibernating
C-ADV-01141,3,23,1238.08,5,4,3,12,Champions
C-ADV-01142,8,17,247.19,5,3,1,9,Loyal Customers
C-ADV-01143,43,13,3004.27,2,2,5,9,Hibernating
C-ADV-01144,66,17,989.03,1,3,3,7,Others
C-ADV-01145,21,29,3850.2799999999997,3,5,5,13,Loyal Customers
C-ADV-01146,7,22,1849.53,5,4,4,13,Champions
C-ADV-01147,27,11,605.47,3,2,2,7,Others
C-ADV-01148,49,5,1598.8200000000002,2,1,4,7,Hibernating
C-ADV-01149,12,19,823.34,4,4,3,11,Champions
C-ADV-01150,74,28,2985.89,1,5,5,11,At Risk (Big Spenders)
C-ADV-01151,8,21,2340.27,5,4,4,13,Champions
C-ADV-01152,52,29,1616.28,2,5,4,11,At Risk (Big Spenders)
C-ADV-01153,10,23,1719.32,4,4,4,12,Champions
C-ADV-01154,19,18,520.77,3,3,2,8,Loyal Customers
C-ADV-01155,27,13,693.59,3,2,2,7,Others
C-ADV-01156,40,14,710.81,2,3,2,7,Others
C-ADV-01157,29,8,405.89,3,1,2,6,Others
C-ADV-01158,150,7,402.34,1,1,2,4,Hibernating
C-ADV-01159,6,22,3338.39,5,4,5,14,Champions
C-ADV-01160,97,21,975.39,1,4,3,8,At Risk (Big Spenders)
C-ADV-01161,60,23,9232.51,2,4,5,11,At Risk (Big Spenders)
C-ADV-01162,1,22,1028.82,5,4,3,12,Champions
C-ADV-01163,17,12,80.25999999999999,4,2,1,7,Promising (New)
C-ADV-01164,3,32,1064.26,5,5,3,13,Champions
C-ADV-01165,10,31,2783.11,4,5,5,14,Champions
C-ADV-01166,7,27,2121.07,5,5,4,14,Champions
C-ADV-01167,8,9,2196.6,5,1,4,10,Promising (New)
C-ADV-01168,19,22,718.62,3,4,2,9,Loyal Customers
C-ADV-01169,38,8,173.09,2,1,1,4,Hibernating
C-ADV-01170,16,24,151.41,4,4,1,9,Champions
C-ADV-01171,55,20,1354.84,2,4,4,10,At Risk (Big Spenders)
C-ADV-01172,23,14,1383.6,3,3,4,10,Loyal Customers
C-ADV-01173,9,21,616.46,4,4,2,10,Champions
C-ADV-01174,96,9,1292.59,1,1,3,5,Hibernating
C-ADV-01175,18,27,8717.01,3,5,5,13,Loyal Customers
C-ADV-01176,25,11,2133.19,3,2,4,9,Others
C-ADV-01177,7,7,1423.85,5,1,4,10,Promising (New)
C-ADV-01178,20,6,218.94,3,1,1,5,Others
C-ADV-01179,29,15,706.5799999999999,3,3,2,8,Loyal Customers
C-ADV-01180,3,29,580.05,5,5,2,12,Champions
C-ADV-01181,5,9,771.17,5,1,3,9,Promising (New)
C-ADV-01182,23,16,1035.95,3,3,3,9,Loyal Customers
C-ADV-01183,69,14,631.01,1,3,2,6,Others
C-ADV-01184,48,36,2458.49,2,5,4,11,At Risk (Big Spenders)
C-ADV-01185,82,5,451.41,1,1,2,4,Hibernating
C-ADV-01186,175,7,554.72,1,1,2,4,Hibernating
C-ADV-01187,3,20,1098.6200000000001,5,4,3,12,Champions
C-ADV-01188,37,9,1622.15,2,1,4,7,Hibernating
C-ADV-01189,24,33,3766.98,3,5,5,13,Loyal Customers
C-ADV-01190,5,16,111.29,5,3,1,9,Loyal Customers
C-ADV-01191,45,13,346.85,2,2,1,5,Hibernating
C-ADV-01192,156,15,1984.14,1,3,4,8,Others
C-ADV-01193,13,30,1837.88,4,5,4,13,Champions
C-ADV-01194,10,35,2682.84,4,5,4,13,Champions
C-ADV-01195,91,4,833.54,1,1,3,5,Hibernating
C-ADV-01196,47,8,49.47,2,1,1,4,Hibernating
C-ADV-01197,77,7,453.35,1,1,2,4,Hibernating
C-ADV-01198,30,16,1035.42,3,3,3,9,Loyal Customers
C-ADV-01199,97,14,508.96000000000004,1,3,2,6,Others
C-ADV-01200,6,14,1183.83,5,3,3,11,Loyal Customers
C-ADV-01201,10,26,1103.02,4,5,3,12,Champions
C-ADV-01202,9,10,240.98999999999998,4,2,1,7,Promising (New)
C-ADV-01203,80,7,2448.94,1,1,4,6,Hibernating
C-ADV-01204,2,19,6131.96,5,4,5,14,Champions
C-ADV-01205,29,19,608.22,3,4,2,9,Loyal Customers
C-ADV-01206,28,16,1495.71,3,3,4,10,Loyal Customers
C-ADV-01207,30,19,1346.94,3,4,4,11,Loyal Customers
C-ADV-01208,12,17,810.5799999999999,4,3,3,10,Loyal Customers
C-ADV-01209,14,18,3177.85,4,3,5,12,Loyal Customers
C-ADV-01210,95,14,604.62,1,3,2,6,Others
C-ADV-01211,23,21,1127.01,3,4,3,10,Loyal Customers
C-ADV-01212,120,12,804.85,1,2,3,6,Hibernating
C-ADV-01213,83,8,691.64,1,1,2,4,Hibernating
C-ADV-01214,8,21,844.59,5,4,3,12,Champions
C-ADV-01215,34,18,9530.64,2,3,5,10,Others
C-ADV-01216,54,8,1024.49,2,1,3,6,Hibernating
C-ADV-01217,21,2,87.59,3,1,1,5,Others
C-ADV-01218,41,23,4618.01,2,4,5,11,At Risk (Big Spenders)
C-ADV-01219,25,12,2195.1,3,2,4,9,Others
C-ADV-01220,3,19,1579.85,5,4,4,13,Champions
C-ADV-01221,22,24,3294.7400000000002,3,4,5,12,Loyal Customers
C-ADV-01222,35,21,2898.44,2,4,5,11,At Risk (Big Spenders)
C-ADV-01223,15,35,673.23,4,5,2,11,Champions
C-ADV-01224,6,24,1719.88,5,4,4,13,Champions
C-ADV-01225,116,8,290.75,1,1,1,3,Hibernating
C-ADV-01226,38,9,2304.4700000000003,2,1,4,7,Hibernating
C-ADV-01227,37,28,11017.95,2,5,5,12,At Risk (Big Spenders)
C-ADV-01228,45,22,1046.33,2,4,3,9,At Risk (Big Spenders)
C-ADV-01229,16,15,1053.0,4,3,3,10,Loyal Customers
C-ADV-01230,89,6,222.51,1,1,1,3,Hibernating
C-ADV-01231,30,8,509.75,3,1,2,6,Others
C-ADV-01232,18,10,462.31,3,2,2,7,Others
C-ADV-01233,24,20,2031.31,3,4,4,11,Loyal Customers
C-ADV-01234,97,18,1489.72,1,3,4,8,Others
C-ADV-01235,124,6,243.57,1,1,1,3,Hibernating
C-ADV-01236,111,11,214.82,1,2,1,4,Hibernating
C-ADV-01237,106,15,579.73,1,3,2,6,Others
C-ADV-01238,2,8,4646.36,5,1,5,11,Promising (New)
C-ADV-01239,30,22,284.94,3,4,1,8,Loyal Customers
C-ADV-01240,4,14,2363.34,5,3,4,12,Loyal Customers
C-ADV-01241,11,23,1470.31,4,4,4,12,Champions
C-ADV-01242,9,8,673.3,4,1,2,7,Promising (New)
C-ADV-01243,58,22,1040.24,2,4,3,9,At Risk (Big Spenders)
C-ADV-01244,7,36,2926.19,5,5,5,15,Champions
C-ADV-01245,21,18,1534.26,3,3,4,10,Loyal Customers
C-ADV-01246,88,6,452.37,1,1,2,4,Hibernating
C-ADV-01247,2,25,2929.38,5,5,5,15,Champions
C-ADV-01248,33,28,2370.84,2,5,4,11,At Risk (Big Spenders)
C-ADV-01249,92,13,712.66,1,2,2,5,Hibernating
C-ADV-01250,14,34,435.64,4,5,2,11,Champions
C-ADV-01251,1,17,25934.17,5,3,5,13,Loyal Customers
C-ADV-01252,74,12,1549.08,1,2,4,7,Hibernating
C-ADV-01253,1,26,25216.8,5,5,5,15,Champions
C-ADV-01254,10,13,1879.38,4,2,4,10,Promising (New)
C-ADV-01255,50,20,110.34,2,4,1,7,At Risk (Big Spenders)
C-ADV-01256,25,23,639.95,3,4,2,9,Loyal Customers
C-ADV-01257,5,14,548.85,5,3,2,10,Loyal Customers
C-ADV-01258,26,11,838.64,3,2,3,8,Others
C-ADV-01259,62,5,58.5,2,1,1,4,Hibernating
C-ADV-01260,3,21,491.51,5,4,2,11,Champions
C-ADV-01261,9,26,3517.96,4,5,5,14,Champions
C-ADV-01262,7,23,2358.5,5,4,4,13,Champions
C-ADV-01263,16,18,297.53,4,3,1,8,Loyal Customers
C-ADV-01264,155,8,426.72,1,1,2,4,Hibernating
C-ADV-01265,14,19,745.27,4,4,2,10,Champions
C-ADV-01266,51,11,976.3299999999999,2,2,3,7,Hibernating
C-ADV-01267,29,11,1011.6,3,2,3,8,Others
C-ADV-01268,25,7,2937.1,3,1,5,9,Others
C-ADV-01269,172,9,1084.8899999999999,1,1,3,5,Hibernating
C-ADV-01270,22,12,505.57,3,2,2,7,Others
C-ADV-01271,13,22,331.58,4,4,1,9,Champions
C-ADV-01272,6,19,111.33,5,4,1,10,Champions
C-ADV-01273,35,21,4135.62,2,4,5,11,At Risk (Big Spenders)
C-ADV-01274,1,20,583.32,5,4,2,11,Champions
C-ADV-01275,1,25,3597.4700000000003,5,5,5,15,Champions
C-ADV-01276,49,7,718.72,2,1,2,5,Hibernating
C-ADV-01277,32,22,3001.92,2,4,5,11,At Risk (Big Spenders)
C-ADV-01278,7,15,212.51,5,3,1,9,Loyal Customers
C-ADV-01279,6,24,1891.14,5,4,4,13,Champions
C-ADV-01280,139,5,1457.73,1,1,4,6,Hibernating
C-ADV-01281,23,13,993.35,3,2,3,8,Others
C-ADV-01282,2,6,839.66,5,1,3,9,Promising (New)
C-ADV-01283,1,7,578.15,5,1,2,8,Promising (New)
C-ADV-01284,44,14,678.55,2,3,2,7,Others
C-ADV-01285,21,14,404.85,3,3,2,8,Loyal Customers
C-ADV-01286,80,19,3275.18,1,4,5,10,At Risk (Big Spenders)
C-ADV-01287,25,17,2666.89,3,3,4,10,Loyal Customers
C-ADV-01288,2,16,798.15,5,3,3,11,Loyal Customers
C-ADV-01289,20,25,8035.97,3,5,5,13,Loyal Customers
C-ADV-01290,21,15,3448.35,3,3,5,11,Loyal Customers
C-ADV-01291,3,29,901.1800000000001,5,5,3,13,Champions
C-ADV-01292,57,14,1852.3400000000001,2,3,4,9,Others
C-ADV-01293,35,10,1992.8400000000001,2,2,4,8,Hibernating
C-ADV-01294,50,13,2740.28,2,2,5,9,Hibernating
C-ADV-01295,50,11,559.89,2,2,2,6,Hibernating
C-ADV-01296,89,3,145.95999999999998,1,1,1,3,Hibernating
C-ADV-01297,18,23,1249.42,3,4,3,10,Loyal Customers
C-ADV-01298,2,25,8402.55,5,5,5,15,Champions
C-ADV-01299,104,15,140.56,1,3,1,5,Others
C-ADV-01300,34,15,644.98,2,3,2,7,Others
C-ADV-01301,40,8,1324.59,2,1,4,7,Hibernating
C-ADV-01302,17,23,12016.61,4,4,5,13,Champions
C-ADV-01303,10,18,284.26,4,3,1,8,Loyal Customers
