record_id,date,site_id,cell_id,region,technology,availability_percent,latency_ms,throughput_mbps,call_drop_rate,handover_success_rate,traffic_volume_gb,active_users
KPI-002691,2024-07-13,SITE-0329,CELL-00825,North,4G,96.11,42.19,77.03,0.91,97.31,698.46,5196
KPI-003524,2024-07-13,SITE-0014,CELL-01249,East,4G,96.74,49.82,146.99,1.62,98.36,765.35,3542
KPI-002166,2024-07-13,SITE-0158,CELL-00283,Central,4G,97.18,39.93,113.31,0.51,99.02,384.78,7812
KPI-004825,2024-07-13,SITE-0129,CELL-01937,West,4G,99.06,47.05,112.09,0.59,95.28,352.48,2097
KPI-004818,2024-07-13,SITE-0459,CELL-01512,North,3G,96.05,125.35,6.6,0.46,97.75,442.68,7748
KPI-001965,2024-07-14,SITE-0249,CELL-00313,East,4G,97.01,44.68,65.74,1.2,95.44,332.44,2022
KPI-003957,2024-07-14,SITE-0260,CELL-00194,North,4G,98.62,49.23,78.64,1.27,99.55,189.1,621
KPI-000026,2024-07-14,SITE-0335,CELL-01574,East,5G,99.73,3.87,983.21,0.48,95.04,335.84,3510
KPI-002583,2024-07-14,SITE-0067,CELL-01471,South,5G,99.95,5.69,802.79,1.82,97.76,906.59,998
KPI-002008,2024-07-14,SITE-0186,CELL-00579,West,3G,93.79,124.0,5.75,0.97,97.76,146.03,1520
KPI-000714,2024-07-14,SITE-0145,CELL-00396,East,5G,97.4,4.38,419.58,1.72,99.72,256.11,4997
KPI-003142,2024-07-14,SITE-0249,CELL-01878,South,4G,96.62,21.95,126.98,0.03,96.61,687.97,4120
KPI-002735,2024-07-14,SITE-0329,CELL-00491,North,5G,99.25,9.44,877.89,2.56,95.52,554.22,2572
KPI-003762,2024-07-14,SITE-0004,CELL-00988,North,4G,97.16,31.75,85.36,1.41,96.81,92.86,9958
KPI-003972,2024-07-14,SITE-0049,CELL-01064,West,5G,98.48,4.38,353.3,1.64,98.14,44.31,6302
KPI-004949,2024-07-14,SITE-0065,CELL-00397,North,3G,92.08,127.56,7.21,0.81,99.85,201.09,7886
KPI-004172,2024-07-14,SITE-0002,CELL-01667,West,5G,99.87,7.05,745.19,1.97,99.03,420.89,2257
KPI-002763,2024-07-14,SITE-0229,CELL-00765,North,4G,95.7,47.9,140.83,1.24,95.02,186.27,2029
KPI-003935,2024-07-14,SITE-0368,CELL-01050,East,5G,99.13,1.58,938.4,0.96,96.19,571.73,6598
KPI-001164,2024-07-14,SITE-0285,CELL-01335,South,4G,96.77,31.28,134.34,2.3,97.49,32.29,9175
KPI-003103,2024-07-14,SITE-0477,CELL-01134,North,3G,97.7,169.89,8.4,0.81,95.02,782.3,1557
KPI-001237,2024-07-14,SITE-0461,CELL-00832,East,5G,97.96,1.22,281.37,0.61,97.26,730.87,7301
KPI-001152,2024-07-14,SITE-0296,CELL-01785,Central,3G,93.91,172.12,15.56,0.43,95.11,208.48,3326
KPI-001151,2024-07-15,SITE-0419,CELL-00416,South,3G,92.2,142.88,4.67,0.95,97.78,781.5,986
KPI-003583,2024-07-15,SITE-0431,CELL-01572,North,3G,97.2,96.48,4.28,0.16,95.61,694.94,1686
KPI-001141,2024-07-15,SITE-0162,CELL-00534,Central,5G,97.78,8.32,911.77,2.26,96.0,960.49,4923
KPI-001527,2024-07-15,SITE-0078,CELL-01693,South,4G,95.24,24.27,110.32,1.17,96.22,895.99,2866
KPI-000521,2024-07-15,SITE-0013,CELL-01856,East,3G,95.16,161.71,13.54,1.22,96.39,406.91,9463
KPI-002941,2024-07-15,SITE-0499,CELL-00429,South,3G,97.28,124.87,14.44,1.04,98.83,48.32,9820
KPI-000654,2024-07-15,SITE-0199,CELL-01848,East,4G,98.91,29.62,138.9,2.07,98.53,307.24,9334
KPI-002124,2024-07-15,SITE-0379,CELL-01134,South,4G,97.37,42.6,51.92,1.75,98.6,163.05,1245
KPI-000409,2024-07-15,SITE-0218,CELL-01691,West,5G,99.31,5.0,512.33,1.26,99.63,470.94,1069
KPI-003994,2024-07-15,SITE-0250,CELL-00610,Central,3G,95.43,159.42,6.96,2.14,96.22,745.39,9688
KPI-001725,2024-07-15,SITE-0010,CELL-01600,East,4G,95.03,20.4,89.1,1.67,97.61,566.5,1902
KPI-003497,2024-07-15,SITE-0264,CELL-01934,North,4G,97.88,40.05,123.02,0.19,99.45,782.8,7499
KPI-003077,2024-07-15,SITE-0152,CELL-01783,West,5G,97.83,4.96,506.05,1.55,96.96,578.27,5845
KPI-004916,2024-07-15,SITE-0218,CELL-01339,East,4G,95.56,39.36,50.55,0.59,97.04,979.97,9978
KPI-002967,2024-07-15,SITE-0481,CELL-01538,South,4G,96.77,49.86,32.85,2.19,96.46,500.47,1975
KPI-001341,2024-07-15,SITE-0410,CELL-00052,North,3G,93.57,186.79,18.44,1.03,99.68,894.49,690
KPI-000954,2024-07-15,SITE-0250,CELL-00075,West,5G,98.04,7.36,935.28,2.04,98.19,364.33,171
KPI-000482,2024-07-15,SITE-0488,CELL-01450,South,5G,97.49,4.17,625.38,1.1,98.6,50.79,329
KPI-000269,2024-07-16,SITE-0329,CELL-00499,West,3G,93.2,168.45,10.19,2.61,97.24,420.82,4564
KPI-004052,2024-07-16,SITE-0461,CELL-00355,South,4G,98.91,47.91,106.91,2.52,98.27,731.42,2178
KPI-000405,2024-07-16,SITE-0054,CELL-00317,Central,3G,92.59,92.53,12.45,2.52,97.46,496.57,106
KPI-003066,2024-07-16,SITE-0321,CELL-00609,North,3G,92.39,147.68,13.84,2.79,97.31,689.52,9896
KPI-000971,2024-07-16,SITE-0045,CELL-00589,East,3G,97.1,166.06,14.82,1.35,96.81,839.86,8756
KPI-002131,2024-07-16,SITE-0191,CELL-00624,East,5G,98.02,2.94,206.16,0.66,98.91,423.41,7940
KPI-003525,2024-07-16,SITE-0487,CELL-01983,South,5G,97.7,1.36,168.69,0.54,96.83,687.63,9598
KPI-004261,2024-07-16,SITE-0394,CELL-01855,North,3G,90.78,156.41,3.69,0.91,95.88,202.86,514
KPI-001343,2024-07-16,SITE-0001,CELL-00300,North,4G,98.11,29.76,77.51,1.78,97.6,230.37,5797
KPI-002013,2024-07-16,SITE-0370,CELL-00147,East,4G,99.11,23.35,109.59,0.45,99.52,50.66,2969
KPI-000896,2024-07-16,SITE-0191,CELL-01762,Central,5G,98.29,7.35,293.31,2.22,95.93,352.04,7560
KPI-004927,2024-07-16,SITE-0138,CELL-01215,Central,3G,95.72,147.96,17.78,2.13,97.72,754.92,5849
KPI-002702,2024-07-16,SITE-0031,CELL-00710,North,5G,99.3,2.71,707.89,2.78,99.77,371.2,4507
KPI-002435,2024-07-16,SITE-0399,CELL-00774,South,5G,98.45,3.64,417.07,0.91,99.15,135.32,6243
KPI-004461,2024-07-17,SITE-0047,CELL-01703,West,5G,98.1,2.61,770.41,0.38,96.81,334.21,5314
KPI-001580,2024-07-17,SITE-0421,CELL-01120,South,5G,97.24,5.35,660.47,1.27,99.42,399.05,8055
KPI-002200,2024-07-17,SITE-0114,CELL-01531,East,4G,95.72,48.59,145.57,0.65,98.13,147.17,4537
KPI-000758,2024-07-17,SITE-0201,CELL-00288,South,3G,95.15,110.31,7.69,1.48,99.32,30.87,2835
KPI-001318,2024-07-17,SITE-0422,CELL-00826,West,4G,97.7,36.53,43.84,2.8,95.9,288.71,4201
KPI-001490,2024-07-17,SITE-0060,CELL-01896,North,3G,96.67,188.31,9.87,1.33,95.29,627.96,1288
KPI-001044,2024-07-17,SITE-0060,CELL-01608,North,5G,99.06,2.83,525.82,2.83,96.45,654.03,4658
KPI-000400,2024-07-17,SITE-0176,CELL-01559,West,3G,90.68,199.74,16.94,1.57,98.65,191.76,9341
KPI-004840,2024-07-17,SITE-0378,CELL-01163,South,4G,96.97,28.34,27.89,1.9,95.9,762.57,846
KPI-004589,2024-07-17,SITE-0183,CELL-00305,East,5G,98.26,2.1,605.4,2.14,95.78,579.05,2199
KPI-004910,2024-07-17,SITE-0434,CELL-00945,West,4G,99.21,36.37,32.96,2.29,96.92,66.1,7309
KPI-004056,2024-07-17,SITE-0477,CELL-00371,East,5G,98.21,9.57,462.04,2.41,97.07,549.19,5020
KPI-000264,2024-07-17,SITE-0433,CELL-00218,South,5G,99.4,2.8,411.84,1.94,96.9,793.73,8977
KPI-000949,2024-07-17,SITE-0223,CELL-00087,West,3G,92.21,129.61,13.69,0.37,95.77,674.19,9112
KPI-000459,2024-07-18,SITE-0354,CELL-01862,North,4G,98.59,33.78,70.33,0.89,98.93,397.63,3153
KPI-002480,2024-07-18,SITE-0362,CELL-00797,West,5G,98.31,2.37,323.14,2.97,98.58,797.83,2429
KPI-001686,2024-07-18,SITE-0095,CELL-01503,South,3G,91.81,165.07,17.86,0.83,99.45,959.42,9715
KPI-000157,2024-07-18,SITE-0050,CELL-01311,North,3G,96.7,164.48,13.24,1.97,98.62,443.39,8944
KPI-001892,2024-07-18,SITE-0318,CELL-00032,East,4G,97.53,29.26,118.16,1.06,99.52,370.4,5122
KPI-001604,2024-07-18,SITE-0260,CELL-00388,North,5G,99.21,6.67,228.35,1.84,95.01,911.0,5718
KPI-004079,2024-07-18,SITE-0285,CELL-00755,South,5G,99.77,5.85,953.56,0.88,99.23,888.25,4881
KPI-002114,2024-07-18,SITE-0037,CELL-00084,East,4G,98.46,46.21,94.22,2.38,97.6,812.38,681
KPI-002901,2024-07-18,SITE-0393,CELL-01728,Central,3G,92.86,182.05,17.78,0.05,99.86,375.97,5529
KPI-004545,2024-07-18,SITE-0172,CELL-00197,South,3G,97.05,83.65,1.69,1.04,98.89,693.4,4038
KPI-003891,2024-07-18,SITE-0351,CELL-00458,South,3G,95.73,191.16,9.97,0.77,95.36,951.46,5781
KPI-004462,2024-07-18,SITE-0349,CELL-00062,West,5G,99.77,4.47,105.53,0.69,95.48,511.93,600
KPI-000858,2024-07-18,SITE-0033,CELL-00921,East,5G,97.83,2.83,978.22,0.99,98.94,355.21,1936
KPI-004974,2024-07-18,SITE-0448,CELL-00058,East,5G,99.44,1.18,765.69,2.88,95.04,86.93,9481
KPI-003867,2024-07-18,SITE-0183,CELL-00384,East,3G,96.53,136.47,8.38,2.26,98.39,35.42,6887
KPI-002889,2024-07-19,SITE-0427,CELL-00850,West,4G,98.88,43.0,65.81,0.15,96.52,193.81,7691
KPI-002016,2024-07-19,SITE-0052,CELL-01614,North,5G,99.08,1.25,500.05,0.7,95.22,718.38,447
KPI-000035,2024-07-19,SITE-0279,CELL-00799,West,4G,99.16,45.13,119.37,1.72,97.34,715.37,2923
KPI-000806,2024-07-19,SITE-0001,CELL-00508,North,5G,97.99,9.91,851.67,1.36,95.12,808.89,9175
KPI-002932,2024-07-19,SITE-0449,CELL-00374,South,5G,99.06,5.38,994.25,1.84,97.17,967.25,1435
KPI-004101,2024-07-19,SITE-0470,CELL-00097,Central,5G,97.23,6.56,613.04,2.51,98.2,667.99,4897
KPI-001399,2024-07-19,SITE-0231,CELL-00327,South,4G,98.91,29.86,33.99,1.45,95.55,977.78,3396
KPI-004469,2024-07-19,SITE-0418,CELL-00855,North,3G,95.3,149.78,7.53,2.94,97.93,979.04,9976
KPI-000441,2024-07-19,SITE-0072,CELL-01146,West,3G,90.31,183.29,10.0,2.22,98.3,95.34,1846
KPI-002426,2024-07-19,SITE-0491,CELL-01480,North,3G,95.82,105.66,9.06,1.4,98.63,254.27,3320
KPI-003042,2024-07-19,SITE-0388,CELL-01861,North,3G,93.14,167.67,11.34,0.15,97.95,728.15,9603
KPI-000497,2024-07-20,SITE-0127,CELL-00618,South,5G,97.19,4.72,573.73,0.47,96.33,262.86,1820
KPI-001526,2024-07-20,SITE-0226,CELL-00165,South,5G,98.46,1.56,533.04,1.12,96.15,745.89,9155
KPI-004287,2024-07-20,SITE-0468,CELL-00159,North,5G,99.28,5.66,997.28,2.09,98.34,240.21,1988
KPI-003172,2024-07-20,SITE-0333,CELL-01989,West,3G,94.53,150.76,9.33,1.62,98.88,486.16,680
KPI-004332,2024-07-20,SITE-0149,CELL-01569,North,3G,95.15,179.68,2.02,0.37,95.31,680.3,3366
KPI-002960,2024-07-20,SITE-0075,CELL-00448,North,3G,97.98,146.35,7.94,1.51,95.37,164.25,6195
KPI-002834,2024-07-20,SITE-0191,CELL-01592,Central,5G,99.88,4.61,353.2,1.6,95.92,270.52,9601
KPI-003694,2024-07-20,SITE-0040,CELL-00983,East,5G,98.82,4.48,999.25,1.08,96.5,534.44,8325
KPI-004433,2024-07-20,SITE-0171,CELL-01239,Central,3G,92.34,149.16,16.66,2.61,98.37,819.61,709
KPI-004561,2024-07-20,SITE-0389,CELL-00313,South,3G,94.43,175.8,2.77,0.02,99.43,99.14,9268
KPI-003557,2024-07-20,SITE-0072,CELL-00800,South,5G,98.21,7.69,908.94,0.42,98.95,143.01,3665
KPI-002661,2024-07-20,SITE-0040,CELL-01616,Central,3G,95.68,113.95,16.47,2.97,98.82,54.79,3951
KPI-002126,2024-07-20,SITE-0132,CELL-01620,North,3G,96.91,176.71,12.44,1.05,96.24,737.47,8472
KPI-003778,2024-07-21,SITE-0122,CELL-01086,West,4G,97.83,21.32,52.84,0.31,95.01,501.23,1675
KPI-004064,2024-07-21,SITE-0274,CELL-01867,Central,3G,97.92,133.96,9.41,0.56,98.34,181.15,8432
KPI-001716,2024-07-21,SITE-0107,CELL-01899,South,4G,97.76,27.58,88.79,2.97,97.96,178.92,7542
KPI-001683,2024-07-21,SITE-0362,CELL-01931,South,4G,98.25,37.94,25.82,0.2,97.83,228.78,681
KPI-003297,2024-07-21,SITE-0263,CELL-01961,West,5G,97.78,6.66,882.52,1.03,97.57,667.39,2260
KPI-004899,2024-07-21,SITE-0079,CELL-00420,North,3G,96.32,157.86,18.06,2.42,97.92,190.61,1218
KPI-000038,2024-07-21,SITE-0237,CELL-01125,West,3G,91.55,81.59,8.78,1.12,97.35,299.38,2828
KPI-004492,2024-07-21,SITE-0344,CELL-00694,East,4G,99.0,31.31,101.22,1.98,98.98,229.28,8661
KPI-000342,2024-07-21,SITE-0050,CELL-00739,East,3G,97.71,108.77,12.78,2.37,96.92,187.58,2998
KPI-000817,2024-07-21,SITE-0490,CELL-00705,East,4G,98.95,23.66,75.29,0.78,99.19,826.18,1931
KPI-000295,2024-07-22,SITE-0092,CELL-01270,West,3G,97.49,151.65,11.68,1.42,95.49,571.47,8294
KPI-003500,2024-07-22,SITE-0361,CELL-01502,North,4G,96.65,46.08,59.21,0.83,98.17,968.64,8973
KPI-003552,2024-07-22,SITE-0498,CELL-01440,West,5G,99.89,6.41,435.3,0.62,95.61,38.26,5086
KPI-002571,2024-07-22,SITE-0203,CELL-01715,North,4G,97.6,44.34,93.87,2.21,98.29,710.57,6422
KPI-004643,2024-07-22,SITE-0422,CELL-00924,North,3G,96.78,96.2,7.78,2.22,99.26,102.72,4005
KPI-001271,2024-07-22,SITE-0043,CELL-00185,South,3G,96.12,156.65,1.5,1.95,96.98,12.95,3603
KPI-000661,2024-07-22,SITE-0288,CELL-00814,Central,3G,93.95,155.16,8.08,0.03,98.2,255.65,3576
KPI-000904,2024-07-22,SITE-0409,CELL-00087,North,4G,99.05,26.02,118.29,2.57,98.45,792.73,7929
KPI-003852,2024-07-22,SITE-0128,CELL-01084,North,3G,93.82,198.64,2.49,1.0,99.47,206.88,1068
KPI-001535,2024-07-22,SITE-0107,CELL-01981,Central,5G,97.24,4.23,510.42,2.94,95.91,679.31,3879
KPI-002880,2024-07-22,SITE-0320,CELL-00363,West,5G,98.19,3.21,947.84,1.58,97.93,486.63,899
KPI-000368,2024-07-22,SITE-0330,CELL-00811,Central,3G,96.9,174.31,16.59,2.85,96.61,421.22,8218
KPI-003004,2024-07-22,SITE-0301,CELL-01235,East,5G,99.49,1.95,121.58,0.65,96.75,176.53,1481
KPI-002029,2024-07-22,SITE-0168,CELL-01111,North,3G,93.85,133.08,3.96,0.46,99.46,789.64,3221
KPI-000376,2024-07-22,SITE-0304,CELL-01442,East,3G,94.27,184.35,17.7,1.08,95.3,333.83,3150
KPI-001651,2024-07-23,SITE-0040,CELL-00929,North,5G,98.49,7.51,633.99,0.88,95.25,528.31,2112
KPI-000925,2024-07-23,SITE-0038,CELL-01147,East,3G,95.3,102.49,2.01,0.92,97.81,472.11,7094
KPI-004276,2024-07-23,SITE-0055,CELL-00460,East,4G,97.75,35.47,94.13,0.98,96.78,187.89,7124
KPI-000795,2024-07-23,SITE-0207,CELL-00129,Central,3G,94.31,168.46,8.04,1.71,95.61,424.63,1488
KPI-002152,2024-07-23,SITE-0442,CELL-00391,Central,3G,90.09,148.17,17.55,0.54,95.51,890.84,487
KPI-002577,2024-07-23,SITE-0155,CELL-00817,Central,3G,92.96,90.2,18.83,2.17,99.38,230.92,4297
KPI-001404,2024-07-23,SITE-0185,CELL-01328,North,4G,95.53,32.35,95.35,0.86,95.88,523.1,388
KPI-002267,2024-07-23,SITE-0083,CELL-00829,North,3G,96.04,140.74,18.33,0.54,98.1,593.11,9306
KPI-000727,2024-07-23,SITE-0009,CELL-00046,South,5G,99.95,8.76,457.12,2.36,99.07,628.77,417
KPI-001631,2024-07-24,SITE-0394,CELL-01063,North,4G,98.8,34.34,75.41,0.94,97.22,377.8,7510
KPI-000059,2024-07-24,SITE-0310,CELL-00761,South,3G,92.77,89.39,13.27,1.39,97.87,374.84,372
KPI-003099,2024-07-24,SITE-0235,CELL-01919,Central,5G,98.74,3.95,211.83,1.61,95.42,304.03,3497
KPI-001573,2024-07-24,SITE-0344,CELL-01257,Central,5G,99.7,5.08,620.26,1.6,96.55,454.23,5931
KPI-004331,2024-07-24,SITE-0421,CELL-01833,Central,3G,94.89,134.37,16.18,2.29,96.99,863.09,3041
KPI-004609,2024-07-24,SITE-0066,CELL-00084,North,4G,96.26,47.0,50.45,0.43,96.23,411.65,6854
KPI-001463,2024-07-24,SITE-0275,CELL-00873,East,4G,97.92,31.24,93.18,0.54,98.11,272.78,9217
KPI-004429,2024-07-24,SITE-0298,CELL-00459,South,5G,97.58,4.82,808.66,2.15,98.39,925.39,6097
KPI-002999,2024-07-24,SITE-0498,CELL-00721,West,3G,95.6,184.86,5.28,1.81,97.2,134.1,2967
KPI-002060,2024-07-24,SITE-0496,CELL-00466,West,3G,95.33,163.83,6.57,1.21,96.97,877.63,1274
KPI-003948,2024-07-24,SITE-0379,CELL-01469,South,4G,95.26,44.51,95.99,2.04,96.95,781.21,1155
KPI-004357,2024-07-24,SITE-0237,CELL-01050,West,5G,98.89,2.19,760.53,2.76,95.9,364.94,3361
KPI-000327,2024-07-24,SITE-0416,CELL-00170,Central,3G,92.78,121.66,17.96,0.7,98.05,129.62,306
KPI-001844,2024-07-24,SITE-0377,CELL-01402,North,4G,95.02,28.45,36.9,2.6,96.11,961.67,4448
KPI-000074,2024-07-24,SITE-0031,CELL-00107,Central,4G,99.33,22.97,115.42,0.64,99.19,261.26,7460
KPI-001135,2024-07-24,SITE-0094,CELL-00392,Central,5G,99.36,1.12,667.05,2.76,97.72,215.43,3646
KPI-002650,2024-07-24,SITE-0264,CELL-00648,West,3G,94.95,125.95,16.17,0.93,96.29,321.19,7087
KPI-003723,2024-07-25,SITE-0309,CELL-01594,South,3G,90.16,142.6,16.29,2.43,95.38,107.31,5440
KPI-004756,2024-07-25,SITE-0428,CELL-01371,East,3G,93.77,170.04,4.81,0.89,95.63,853.48,5987
KPI-002369,2024-07-25,SITE-0026,CELL-01727,North,3G,92.83,127.1,5.9,2.44,99.86,580.99,8077
KPI-003721,2024-07-25,SITE-0391,CELL-01480,Central,5G,99.48,4.2,415.98,2.58,97.9,831.43,5716
KPI-004670,2024-07-25,SITE-0131,CELL-00418,Central,4G,99.45,21.92,53.56,2.02,98.57,516.36,2182
KPI-004531,2024-07-25,SITE-0118,CELL-01187,South,3G,92.23,123.85,13.17,0.18,98.97,370.09,5430
KPI-002784,2024-07-25,SITE-0387,CELL-00118,South,4G,97.04,22.1,143.56,0.14,97.15,366.23,8387
KPI-000142,2024-07-25,SITE-0370,CELL-00723,West,5G,99.2,7.88,876.15,0.63,97.03,891.96,1552
KPI-000430,2024-07-25,SITE-0487,CELL-00686,West,4G,95.31,47.47,88.39,2.3,99.41,413.96,8849
KPI-001642,2024-07-25,SITE-0307,CELL-01513,East,4G,96.57,22.0,68.78,2.52,99.23,269.27,9351
KPI-003648,2024-07-25,SITE-0113,CELL-00546,North,4G,99.01,32.39,88.05,1.1,95.92,818.6,3847
KPI-003160,2024-07-26,SITE-0449,CELL-00516,Central,5G,98.18,9.21,107.49,1.94,97.83,704.07,2156
KPI-002933,2024-07-26,SITE-0479,CELL-00049,North,3G,93.3,151.43,5.22,0.26,98.7,402.48,2144
KPI-004226,2024-07-26,SITE-0432,CELL-00259,East,3G,93.89,139.79,16.77,1.87,98.91,551.43,9821
KPI-002589,2024-07-26,SITE-0112,CELL-01987,East,3G,94.14,186.13,1.46,2.68,96.39,539.55,4003
KPI-002728,2024-07-26,SITE-0061,CELL-00100,West,3G,97.05,117.68,14.06,1.52,98.37,472.49,5167
KPI-004516,2024-07-26,SITE-0472,CELL-00681,North,4G,99.14,41.65,141.87,1.43,97.78,543.16,9390
KPI-004646,2024-07-26,SITE-0355,CELL-00551,South,4G,97.64,41.99,137.57,1.3,96.13,476.11,4478
KPI-001823,2024-07-26,SITE-0184,CELL-01564,North,3G,90.33,132.0,13.7,0.0,96.65,215.16,4763
KPI-004964,2024-07-26,SITE-0035,CELL-01148,East,4G,98.08,37.15,65.19,1.46,96.21,849.74,2428
KPI-004511,2024-07-26,SITE-0254,CELL-01084,Central,3G,95.78,187.58,4.51,1.81,97.5,819.52,3189
KPI-002197,2024-07-26,SITE-0152,CELL-00336,East,5G,99.68,9.53,910.69,2.04,97.57,891.21,5200
KPI-004426,2024-07-26,SITE-0301,CELL-01747,West,4G,98.62,47.42,114.55,2.4,96.76,129.19,4523
KPI-000451,2024-07-26,SITE-0350,CELL-01676,Central,4G,97.07,30.6,130.87,1.45,95.0,430.81,9807
KPI-004257,2024-07-26,SITE-0376,CELL-01954,North,3G,93.32,109.15,11.28,2.77,97.17,43.17,5578
KPI-004583,2024-07-26,SITE-0060,CELL-00834,South,3G,91.42,164.64,19.59,1.59,98.93,761.92,7634
KPI-002100,2024-07-26,SITE-0243,CELL-01971,West,5G,97.72,2.21,967.57,2.81,96.39,310.92,1819
KPI-001541,2024-07-27,SITE-0331,CELL-00477,South,4G,96.36,40.47,134.41,2.06,97.89,214.33,301
KPI-000754,2024-07-27,SITE-0178,CELL-01852,Central,4G,97.58,34.23,65.8,0.67,99.66,500.44,254
KPI-000851,2024-07-27,SITE-0104,CELL-01793,North,5G,98.55,3.53,505.51,0.32,98.7,944.74,5312
KPI-000061,2024-07-27,SITE-0442,CELL-01396,North,4G,95.02,27.05,46.61,0.9,96.57,170.95,8547
KPI-002345,2024-07-27,SITE-0163,CELL-01731,North,3G,94.32,198.24,4.38,2.93,97.76,61.6,9695
KPI-003025,2024-07-27,SITE-0496,CELL-00621,East,5G,97.83,1.38,667.44,1.05,96.75,589.61,8437
KPI-001349,2024-07-27,SITE-0141,CELL-00589,North,3G,94.85,121.63,11.36,0.06,99.24,914.28,3849
KPI-004613,2024-07-27,SITE-0289,CELL-01883,East,4G,96.08,38.03,93.21,0.57,99.62,256.67,6306
KPI-003342,2024-07-27,SITE-0464,CELL-01854,West,5G,97.97,4.46,157.27,0.19,97.04,457.22,3455
KPI-002662,2024-07-27,SITE-0326,CELL-01096,Central,5G,98.31,7.58,206.67,2.36,98.95,758.13,6743
KPI-004187,2024-07-27,SITE-0113,CELL-01399,Central,3G,94.57,163.19,15.3,1.78,99.17,888.92,5235
KPI-003677,2024-07-27,SITE-0296,CELL-01623,East,4G,96.14,45.48,115.97,1.56,96.33,401.14,4214
KPI-001628,2024-07-27,SITE-0117,CELL-00175,East,5G,98.33,1.39,266.21,2.77,95.07,962.88,3417
KPI-000072,2024-07-27,SITE-0262,CELL-00015,West,4G,98.82,40.89,127.02,2.4,99.18,126.01,1410
KPI-003399,2024-07-27,SITE-0199,CELL-00390,Central,4G,96.4,20.23,117.13,1.54,97.55,824.29,9253
KPI-001338,2024-07-27,SITE-0447,CELL-00063,North,5G,97.57,9.15,296.29,0.69,95.64,256.4,8933
KPI-000595,2024-07-27,SITE-0407,CELL-00664,North,3G,93.8,127.7,16.71,1.06,99.36,779.02,2638
KPI-000680,2024-07-28,SITE-0058,CELL-00176,South,3G,90.27,164.15,18.14,0.74,98.88,413.79,8326
KPI-002965,2024-07-28,SITE-0311,CELL-01334,Central,5G,98.76,1.95,730.03,1.78,96.22,977.01,9324
KPI-003531,2024-07-28,SITE-0146,CELL-01855,East,5G,99.79,4.74,989.48,2.58,98.8,510.3,4975
KPI-001447,2024-07-28,SITE-0452,CELL-00963,North,5G,98.76,8.01,918.26,2.12,98.14,555.12,2860
KPI-000986,2024-07-28,SITE-0150,CELL-00474,Central,4G,96.66,20.65,113.79,0.54,97.74,375.3,6529
KPI-003256,2024-07-28,SITE-0088,CELL-01964,Central,5G,99.08,6.43,752.19,0.85,98.89,992.28,1849
KPI-004667,2024-07-28,SITE-0108,CELL-01935,East,5G,97.37,3.61,573.49,1.7,99.43,804.64,6209
KPI-003624,2024-07-28,SITE-0360,CELL-01239,East,3G,94.52,129.84,5.0,1.68,98.39,937.16,3432
KPI-004705,2024-07-28,SITE-0497,CELL-01282,South,4G,96.36,48.31,62.51,1.97,99.69,325.07,9924
KPI-000096,2024-07-28,SITE-0160,CELL-00323,Central,3G,96.69,93.44,17.89,0.78,99.89,887.68,5219
KPI-003726,2024-07-28,SITE-0002,CELL-01000,East,4G,95.58,40.37,136.09,0.89,95.11,131.17,2537
KPI-004632,2024-07-28,SITE-0134,CELL-01945,South,5G,99.05,2.47,304.02,2.75,96.15,814.4,1767
KPI-000016,2024-07-28,SITE-0249,CELL-01402,East,4G,98.24,31.47,55.84,1.9,97.69,963.98,5188
KPI-000506,2024-07-28,SITE-0210,CELL-00900,East,5G,97.67,8.29,272.74,1.79,95.06,69.8,3842
KPI-004635,2024-07-29,SITE-0080,CELL-00514,West,5G,97.98,2.88,485.13,1.84,96.78,77.31,354
KPI-003965,2024-07-29,SITE-0280,CELL-00393,East,5G,99.4,1.55,874.76,2.71,95.96,132.89,9040
KPI-000215,2024-07-29,SITE-0365,CELL-01506,North,3G,92.51,163.63,4.72,2.52,98.74,851.18,4920
KPI-004760,2024-07-29,SITE-0168,CELL-01303,South,3G,90.16,123.73,7.82,0.9,97.99,134.92,319
KPI-001122,2024-07-29,SITE-0046,CELL-01761,West,5G,97.69,3.03,224.19,1.41,95.91,762.33,1701
KPI-003687,2024-07-29,SITE-0026,CELL-01546,South,3G,90.4,179.64,13.34,0.06,96.22,104.0,6357
KPI-004083,2024-07-29,SITE-0044,CELL-01526,South,5G,99.94,8.44,476.62,1.88,97.91,490.17,1934
KPI-001052,2024-07-30,SITE-0188,CELL-01139,South,5G,97.87,6.62,886.45,1.53,96.8,429.82,938
KPI-003068,2024-07-30,SITE-0447,CELL-01468,West,4G,95.93,41.43,72.33,2.3,97.23,422.09,4349
KPI-003417,2024-07-30,SITE-0148,CELL-01497,South,4G,96.94,29.81,112.87,0.76,98.37,315.07,9953
KPI-004396,2024-07-30,SITE-0121,CELL-00899,West,4G,95.37,21.47,91.57,0.61,96.87,466.82,9368
KPI-003730,2024-07-30,SITE-0207,CELL-01454,North,3G,92.61,116.72,2.4,0.16,96.06,715.19,7024
KPI-003311,2024-07-30,SITE-0432,CELL-00995,North,3G,96.42,190.34,11.41,2.59,97.6,356.94,4675
KPI-003118,2024-07-30,SITE-0048,CELL-01385,Central,4G,99.27,21.9,65.19,0.71,99.63,402.28,9075
