customer_id,join_date,acquisition_channel,age,loyalty_score,spend_potential,tier,is_active
C-ADV-00769,2023-01-15,Direct,21,0.15,8.67,Silver,True
C-ADV-00770,2023-04-24,Social Media,61,0.25,38.09,Silver,True
C-ADV-00771,2023-11-30,Direct,50,0.39,6.11,Bronze,True
C-ADV-00772,2023-08-31,Social Media,59,0.45,57.39,Silver,True
C-ADV-00773,2023-04-25,Referral,56,0.21,40.55,Gold,True
C-ADV-00774,2023-08-05,Direct,40,0.45,124.79,Platinum,True
C-ADV-00775,2023-04-22,Direct,37,0.19,457.04,Platinum,True
C-ADV-00776,2023-01-04,Email,60,0.55,66.69,Gold,True
C-ADV-00777,2023-06-02,Search,48,0.42,188.59,Bronze,True
C-ADV-00778,2023-05-22,Referral,35,0.13,178.14,Gold,True
C-ADV-00779,2023-04-07,Social Media,51,0.76,20.63,Silver,True
C-ADV-00780,2023-11-04,Direct,60,0.45,85.7,Gold,True
C-ADV-00781,2023-01-14,Direct,36,0.56,25.03,Gold,False
C-ADV-00782,2023-07-27,Direct,65,0.37,65.86,Bronze,True
C-ADV-00783,2023-06-25,Social Media,61,0.3,20.37,Platinum,True
C-ADV-00784,2023-09-17,Referral,28,0.18,276.58,Silver,True
C-ADV-00785,2023-02-19,Direct,26,0.04,23.7,Gold,True
C-ADV-00786,2023-12-15,Referral,59,0.48,28.84,Bronze,True
C-ADV-00787,2023-07-01,Social Media,65,0.18,38.9,Gold,False
C-ADV-00788,2023-06-19,Referral,34,0.51,17.17,Gold,False
C-ADV-00789,2023-03-02,Direct,21,0.13,70.72,Bronze,False
C-ADV-00790,2023-04-10,Email,25,0.36,83.36,Platinum,True
C-ADV-00791,2023-07-31,Search,27,0.25,64.1,Silver,True
C-ADV-00792,2023-06-25,Direct,54,0.47,29.51,Platinum,True
C-ADV-00793,2023-06-11,Social Media,67,0.6,47.36,Bronze,False
C-ADV-00794,2023-06-20,Social Media,38,0.28,26.52,Bronze,True
C-ADV-00795,2023-08-20,Referral,31,0.08,58.74,Silver,True
C-ADV-00796,2023-09-08,Search,26,0.27,156.02,Platinum,False
C-ADV-00797,2023-07-26,Direct,48,0.2,655.36,Platinum,True
C-ADV-00798,2023-01-20,Email,30,0.27,79.66,Gold,True
C-ADV-00799,2023-06-14,Email,30,0.34,30.82,Bronze,True
C-ADV-00800,2023-11-17,Social Media,32,0.31,65.84,Gold,True
C-ADV-00801,2023-03-08,Search,42,0.19,32.31,Gold,True
C-ADV-00802,2023-02-03,Search,37,0.46,41.92,Gold,False
C-ADV-00803,2023-09-24,Email,51,0.15,150.3,Gold,False
C-ADV-00804,2023-12-18,Social Media,39,0.36,55.95,Platinum,True
C-ADV-00805,2023-04-07,Social Media,69,0.25,10.61,Platinum,True
C-ADV-00806,2023-04-27,Social Media,64,0.04,33.62,Silver,True
C-ADV-00807,2023-01-12,Email,50,0.31,7.25,Silver,True
C-ADV-00808,2023-07-07,Search,42,0.29,55.76,Gold,True
C-ADV-00809,2023-11-01,Search,60,0.21,26.72,Bronze,True
C-ADV-00810,2023-01-25,Search,44,0.33,40.92,Platinum,False
C-ADV-00811,2023-03-05,Email,34,0.14,227.89,Platinum,True
C-ADV-00812,2023-04-16,Search,37,0.08,34.68,Platinum,True
C-ADV-00813,2023-12-06,Email,35,0.37,72.05,Silver,False
C-ADV-00814,2023-02-23,Email,64,0.24,10.74,Bronze,True
C-ADV-00815,2023-02-28,Search,49,0.08,106.13,Silver,True
C-ADV-00816,2023-05-15,Email,30,0.28,24.78,Gold,False
C-ADV-00817,2023-06-01,Social Media,20,0.04,6.85,Platinum,True
C-ADV-00818,2023-12-19,Direct,39,0.36,18.94,Silver,True
C-ADV-00819,2023-01-07,Search,25,0.4,65.44,Platinum,True
C-ADV-00820,2023-02-16,Email,22,0.48,68.06,Bronze,True
C-ADV-00821,2023-11-26,Social Media,47,0.3,46.32,Gold,True
C-ADV-00822,2023-08-26,Search,24,0.39,12.64,Silver,True
C-ADV-00823,2023-05-29,Referral,69,0.1,56.53,Gold,False
C-ADV-00824,2023-03-01,Search,66,0.03,200.44,Bronze,True
C-ADV-00825,2023-03-12,Social Media,39,0.14,37.23,Gold,False
C-ADV-00826,2023-11-15,Referral,64,0.2,47.74,Bronze,True
C-ADV-00827,2023-06-25,Social Media,25,0.19,27.94,Platinum,False
C-ADV-00828,2023-08-22,Referral,42,0.49,39.21,Platinum,False
C-ADV-00829,2023-11-29,Social Media,25,0.39,153.87,Silver,True
C-ADV-00830,2023-03-23,Search,44,0.07,18.46,Platinum,False
C-ADV-00831,2023-04-03,Email,42,0.15,145.31,Gold,True
C-ADV-00832,2023-12-17,Social Media,48,0.14,222.5,Platinum,True
C-ADV-00833,2023-07-30,Direct,20,0.4,199.55,Bronze,True
C-ADV-00834,2023-12-02,Referral,18,0.19,171.93,Silver,True
C-ADV-00835,2023-09-23,Email,62,0.07,34.75,Bronze,False
C-ADV-00836,2023-12-05,Social Media,48,0.24,52.17,Gold,False
C-ADV-00837,2023-03-18,Email,57,0.19,13.6,Bronze,True
C-ADV-00838,2023-11-26,Social Media,50,0.31,99.06,Platinum,False
C-ADV-00839,2023-03-26,Search,66,0.1,141.18,Platinum,True
C-ADV-00840,2023-05-04,Referral,35,0.32,10.28,Bronze,True
C-ADV-00841,2023-10-09,Direct,43,0.29,51.21,Silver,True
C-ADV-00842,2023-08-24,Direct,69,0.28,42.4,Platinum,True
C-ADV-00843,2023-09-13,Direct,38,0.31,36.85,Bronze,False
C-ADV-00844,2023-12-01,Search,24,0.4,96.68,Platinum,False
C-ADV-00845,2023-01-19,Email,53,0.29,289.76,Bronze,True
C-ADV-00846,2023-11-06,Email,58,0.18,198.67,Gold,True
C-ADV-00847,2023-12-02,Direct,39,0.44,149.83,Gold,True
C-ADV-00848,2023-04-25,Direct,39,0.21,4.1,Platinum,True
C-ADV-00849,2023-08-20,Search,24,0.51,41.99,Silver,True
C-ADV-00850,2023-06-24,Referral,58,0.16,16.65,Gold,True
C-ADV-00851,2023-12-26,Search,20,0.1,132.62,Silver,False
C-ADV-00852,2023-03-13,Direct,24,0.63,129.57,Gold,True
C-ADV-00853,2023-04-07,Search,43,0.28,30.05,Silver,False
C-ADV-00854,2023-04-08,Referral,24,0.44,39.29,Platinum,True
C-ADV-00855,2023-11-21,Email,25,0.27,23.71,Platinum,False
C-ADV-00856,2023-12-04,Email,50,0.09,102.53,Silver,False
C-ADV-00857,2023-01-03,Email,65,0.07,361.56,Bronze,False
C-ADV-00858,2023-10-27,Direct,50,0.3,37.82,Silver,True
C-ADV-00859,2023-03-07,Search,42,0.08,198.47,Gold,False
C-ADV-00860,2023-08-03,Email,62,0.67,58.97,Silver,True
C-ADV-00861,2023-07-23,Referral,36,0.23,19.11,Platinum,True
C-ADV-00862,2023-03-12,Direct,56,0.1,13.3,Gold,True
C-ADV-00863,2023-12-31,Email,58,0.15,25.16,Silver,True
C-ADV-00864,2023-04-18,Email,63,0.55,54.85,Gold,True
C-ADV-00865,2023-12-11,Social Media,63,0.67,39.63,Silver,True
C-ADV-00866,2023-12-30,Search,66,0.29,596.31,Gold,False
C-ADV-00867,2023-10-26,Email,60,0.7,29.08,Platinum,True
C-ADV-00868,2023-08-05,Search,51,0.21,61.45,Bronze,True
C-ADV-00869,2023-07-15,Social Media,21,0.17,30.6,Bronze,True
C-ADV-00870,2023-05-17,Social Media,36,0.35,294.29,Gold,True
C-ADV-00871,2023-02-01,Referral,31,0.62,39.72,Bronze,True
C-ADV-00872,2023-08-20,Search,57,0.33,72.28,Silver,False
C-ADV-00873,2023-05-02,Email,68,0.33,13.25,Gold,True
C-ADV-00874,2023-07-15,Direct,44,0.52,130.79,Gold,True
C-ADV-00875,2023-01-07,Referral,30,0.45,73.67,Platinum,True
C-ADV-00876,2023-11-21,Referral,66,0.2,214.87,Silver,True
C-ADV-00877,2023-05-31,Direct,29,0.05,66.34,Bronze,True
C-ADV-00878,2023-03-30,Email,25,0.41,75.86,Platinum,True
C-ADV-00879,2023-08-08,Referral,53,0.51,75.08,Gold,True
C-ADV-00880,2023-03-24,Email,34,0.27,46.38,Bronze,True
C-ADV-00881,2023-08-27,Social Media,20,0.56,61.14,Silver,True
C-ADV-00882,2023-11-02,Search,67,0.11,40.85,Gold,False
C-ADV-00883,2023-10-21,Email,40,0.12,8.07,Bronze,True
C-ADV-00884,2023-09-27,Social Media,29,0.3,59.13,Bronze,True
C-ADV-00885,2023-08-01,Email,52,0.09,37.06,Platinum,True
C-ADV-00886,2023-06-28,Social Media,31,0.25,21.95,Gold,True
C-ADV-00887,2023-07-04,Referral,31,0.08,30.27,Platinum,True
C-ADV-00888,2023-02-28,Referral,46,0.3,183.49,Silver,True
C-ADV-00889,2023-01-21,Referral,42,0.21,68.84,Bronze,False
C-ADV-00890,2023-05-12,Email,64,0.26,18.46,Gold,True
C-ADV-00891,2023-09-22,Referral,50,0.6,8.25,Platinum,False
C-ADV-00892,2023-01-23,Referral,59,0.23,294.23,Silver,True
C-ADV-00893,2023-09-21,Search,24,0.51,286.06,Silver,True
C-ADV-00894,2023-11-17,Search,31,0.21,58.36,Silver,False
C-ADV-00895,2023-02-23,Social Media,52,0.22,11.95,Platinum,True
C-ADV-00896,2023-12-18,Social Media,19,0.02,52.75,Platinum,True
C-ADV-00897,2023-01-20,Search,22,0.44,28.51,Bronze,True
C-ADV-00898,2023-05-09,Email,22,0.51,61.09,Silver,True
C-ADV-00899,2023-07-28,Direct,46,0.15,146.4,Platinum,False
C-ADV-00900,2023-06-11,Search,42,0.21,33.53,Bronze,True
C-ADV-00901,2023-11-25,Email,22,0.2,334.76,Bronze,True
C-ADV-00902,2023-07-03,Email,24,0.31,145.81,Gold,True
C-ADV-00903,2023-11-07,Search,36,0.17,35.99,Platinum,False
C-ADV-00904,2023-07-22,Search,48,0.27,139.28,Silver,True
C-ADV-00905,2023-03-11,Direct,68,0.13,11.41,Gold,True
C-ADV-00906,2023-06-02,Referral,18,0.22,10.52,Silver,True
C-ADV-00907,2023-01-22,Search,54,0.34,29.19,Platinum,True
C-ADV-00908,2023-06-06,Social Media,65,0.36,30.55,Gold,True
C-ADV-00909,2023-07-31,Email,27,0.17,8.51,Silver,True
C-ADV-00910,2023-04-24,Email,34,0.21,162.71,Silver,True
C-ADV-00911,2023-04-03,Email,21,0.37,8.99,Platinum,True
C-ADV-00912,2023-05-29,Search,34,0.12,672.86,Bronze,True
C-ADV-00913,2023-10-25,Direct,39,0.14,83.07,Gold,True
C-ADV-00914,2023-12-10,Social Media,24,0.53,23.31,Gold,True
C-ADV-00915,2023-04-10,Referral,49,0.02,50.49,Platinum,True
C-ADV-00916,2023-11-12,Referral,62,0.49,9.81,Silver,True
C-ADV-00917,2023-06-11,Direct,28,0.25,490.89,Bronze,True
C-ADV-00918,2023-05-07,Social Media,63,0.23,157.12,Platinum,True
C-ADV-00919,2023-07-04,Social Media,61,0.39,226.9,Gold,False
C-ADV-00920,2023-08-25,Direct,40,0.19,15.7,Gold,False
C-ADV-00921,2023-10-10,Search,29,0.21,17.79,Bronze,True
C-ADV-00922,2023-03-13,Email,30,0.61,16.1,Gold,True
C-ADV-00923,2023-02-08,Search,50,0.04,51.0,Bronze,False
C-ADV-00924,2023-10-30,Social Media,20,0.29,57.16,Gold,False
C-ADV-00925,2023-12-01,Social Media,41,0.34,34.55,Platinum,True
C-ADV-00926,2023-10-29,Referral,26,0.38,108.12,Platinum,True
C-ADV-00927,2023-07-23,Referral,50,0.08,182.47,Bronze,True
C-ADV-00928,2023-11-11,Social Media,66,0.09,27.65,Silver,False
C-ADV-00929,2023-03-23,Social Media,54,0.34,14.77,Silver,False
C-ADV-00930,2023-07-03,Search,32,0.16,60.44,Platinum,True
C-ADV-00931,2023-02-02,Referral,41,0.41,168.66,Silver,True
C-ADV-00932,2023-12-09,Social Media,51,0.09,139.36,Gold,False
C-ADV-00933,2023-08-29,Direct,20,0.1,36.53,Bronze,True
C-ADV-00934,2023-02-22,Email,58,0.28,83.27,Gold,True
C-ADV-00935,2023-10-24,Email,54,0.76,39.75,Silver,False
C-ADV-00936,2023-12-01,Direct,41,0.21,7.65,Bronze,True
C-ADV-00937,2023-07-12,Social Media,51,0.51,57.25,Platinum,True
C-ADV-00938,2023-06-26,Direct,68,0.12,29.88,Platinum,True
C-ADV-00939,2023-09-14,Social Media,46,0.26,107.79,Silver,True
C-ADV-00940,2023-02-09,Email,59,0.37,304.42,Gold,True
C-ADV-00941,2023-03-18,Social Media,28,0.02,68.26,Gold,True
C-ADV-00942,2023-12-05,Social Media,44,0.56,33.1,Gold,True
C-ADV-00943,2023-09-04,Direct,48,0.66,420.76,Silver,True
C-ADV-00944,2023-11-28,Direct,19,0.36,36.37,Silver,True
C-ADV-00945,2023-03-07,Email,55,0.17,98.03,Silver,True
C-ADV-00946,2023-11-19,Email,20,0.15,13.5,Silver,True
C-ADV-00947,2023-03-27,Referral,29,0.21,160.78,Platinum,True
C-ADV-00948,2023-12-05,Referral,23,0.28,204.6,Silver,False
C-ADV-00949,2023-11-07,Direct,48,0.18,93.78,Silver,True
C-ADV-00950,2023-07-30,Email,27,0.41,28.94,Silver,True
C-ADV-00951,2023-03-27,Referral,47,0.24,38.44,Bronze,True
C-ADV-00952,2023-07-13,Direct,26,0.02,193.53,Bronze,True
C-ADV-00953,2023-04-14,Email,50,0.22,60.49,Platinum,True
C-ADV-00954,2023-11-07,Search,29,0.2,143.64,Platinum,True
C-ADV-00955,2023-09-30,Email,66,0.36,176.52,Bronze,True
C-ADV-00956,2023-09-04,Social Media,56,0.2,11.26,Bronze,False
C-ADV-00957,2023-09-25,Direct,41,0.28,7.87,Bronze,False
C-ADV-00958,2023-04-28,Direct,68,0.14,39.68,Platinum,True
C-ADV-00959,2023-10-29,Email,24,0.23,172.37,Platinum,True
C-ADV-00960,2023-05-11,Direct,67,0.3,30.16,Silver,True
C-ADV-00961,2023-05-26,Email,52,0.2,179.22,Platinum,True
C-ADV-00962,2023-04-07,Search,63,0.66,102.51,Bronze,True
C-ADV-00963,2023-09-24,Search,42,0.35,75.43,Silver,True
C-ADV-00964,2023-07-29,Referral,24,0.38,145.36,Silver,False
C-ADV-00965,2023-11-30,Email,34,0.15,16.53,Gold,False
C-ADV-00966,2023-10-17,Referral,57,0.36,28.39,Gold,False
C-ADV-00967,2023-04-15,Direct,53,0.39,81.08,Platinum,True
C-ADV-00968,2023-07-09,Email,53,0.11,22.58,Platinum,True
C-ADV-00969,2023-06-07,Email,40,0.1,20.93,Platinum,True
C-ADV-00970,2023-12-04,Search,65,0.08,45.27,Silver,False
C-ADV-00971,2023-12-25,Social Media,24,0.34,105.4,Silver,False
C-ADV-00972,2023-06-23,Email,57,0.35,30.24,Bronze,True
C-ADV-00973,2023-07-19,Search,69,0.33,77.35,Bronze,True
C-ADV-00974,2023-08-30,Email,45,0.08,15.47,Bronze,True
C-ADV-00975,2023-05-15,Social Media,41,0.33,51.77,Bronze,True
C-ADV-00976,2023-07-16,Direct,57,0.12,70.43,Gold,True
C-ADV-00977,2023-03-31,Direct,46,0.44,114.72,Bronze,True
C-ADV-00978,2023-12-03,Email,36,0.16,59.56,Silver,True
C-ADV-00979,2023-11-03,Email,51,0.06,79.06,Silver,True
C-ADV-00980,2023-12-12,Search,41,0.37,43.05,Silver,True
C-ADV-00981,2023-03-22,Search,35,0.38,50.43,Platinum,True
C-ADV-00982,2023-12-09,Direct,43,0.2,40.25,Silver,True
C-ADV-00983,2023-12-27,Search,23,0.06,120.53,Gold,True
C-ADV-00984,2023-06-27,Referral,32,0.23,54.92,Silver,False
C-ADV-00985,2023-07-26,Email,18,0.47,40.48,Gold,True
C-ADV-00986,2023-07-28,Email,24,0.13,56.15,Bronze,True
C-ADV-00987,2023-06-24,Search,69,0.34,125.41,Gold,True
C-ADV-00988,2023-12-22,Direct,42,0.36,322.49,Platinum,True
C-ADV-00989,2023-06-23,Direct,61,0.23,18.54,Platinum,True
C-ADV-00990,2023-09-04,Search,34,0.29,209.64,Bronze,False
C-ADV-00991,2023-11-21,Social Media,61,0.21,202.39,Silver,True
C-ADV-00992,2023-07-31,Referral,51,0.7,26.23,Bronze,True
C-ADV-00993,2023-05-08,Referral,23,0.16,7.24,Platinum,True
C-ADV-00994,2023-02-08,Email,29,0.16,16.92,Platinum,True
C-ADV-00995,2023-07-01,Social Media,54,0.59,49.12,Gold,True
C-ADV-00996,2023-12-16,Social Media,49,0.56,14.07,Silver,True
C-ADV-00997,2023-05-04,Referral,31,0.23,83.54,Silver,True
C-ADV-00998,2023-05-08,Email,40,0.4,12.85,Silver,True
C-ADV-00999,2023-03-03,Search,61,0.51,3.21,Platinum,True
C-ADV-01000,2023-10-05,Search,48,0.57,46.47,Gold,True
C-ADV-01001,2023-09-10,Email,35,0.1,102.17,Platinum,True
C-ADV-01002,2023-09-19,Referral,43,0.52,24.54,Silver,True
C-ADV-01003,2023-01-28,Email,69,0.14,41.13,Platinum,False
C-ADV-01004,2023-10-04,Search,50,0.33,95.45,Gold,False
C-ADV-01005,2023-12-18,Social Media,47,0.01,10.68,Bronze,False
C-ADV-01006,2023-06-11,Search,18,0.07,153.32,Silver,False
C-ADV-01007,2023-10-25,Search,38,0.52,30.68,Gold,True
C-ADV-01008,2023-04-06,Email,34,0.29,28.44,Silver,True
C-ADV-01009,2023-08-30,Email,39,0.07,69.62,Gold,True
C-ADV-01010,2023-09-13,Direct,31,0.2,33.65,Platinum,True
C-ADV-01011,2023-07-06,Direct,35,0.39,12.87,Platinum,True
C-ADV-01012,2023-10-20,Social Media,54,0.13,49.78,Silver,True
C-ADV-01013,2023-05-19,Social Media,53,0.57,98.74,Platinum,False
C-ADV-01014,2023-04-11,Social Media,69,0.15,61.96,Silver,False
C-ADV-01015,2023-01-05,Social Media,44,0.08,61.06,Platinum,True
C-ADV-01016,2023-11-19,Email,52,0.02,56.54,Gold,False
C-ADV-01017,2023-06-03,Referral,53,0.7,51.94,Bronze,False
C-ADV-01018,2023-02-20,Social Media,21,0.29,55.82,Silver,True
C-ADV-01019,2023-09-01,Search,46,0.52,110.11,Gold,True
C-ADV-01020,2023-07-04,Referral,53,0.15,414.78,Gold,True
C-ADV-01021,2023-01-11,Direct,25,0.46,43.12,Gold,True
C-ADV-01022,2023-10-23,Email,59,0.18,28.19,Silver,True
C-ADV-01023,2023-07-01,Referral,61,0.05,15.33,Platinum,False
C-ADV-01024,2023-02-10,Direct,57,0.34,151.9,Gold,False
C-ADV-01025,2023-11-20,Social Media,28,0.12,55.43,Gold,False
C-ADV-01026,2023-11-20,Email,54,0.13,114.15,Platinum,True
C-ADV-01027,2023-02-10,Social Media,39,0.52,2.28,Silver,True
C-ADV-01028,2023-06-12,Referral,63,0.14,12.12,Gold,False
C-ADV-01029,2023-05-19,Direct,67,0.61,46.05,Gold,False
C-ADV-01030,2023-07-31,Social Media,29,0.17,51.84,Bronze,True
C-ADV-01031,2023-05-01,Referral,65,0.5,114.34,Bronze,True
C-ADV-01032,2023-03-27,Direct,24,0.22,265.75,Bronze,True
C-ADV-01033,2023-08-31,Email,21,0.14,35.89,Bronze,False
C-ADV-01034,2023-09-26,Search,24,0.08,38.28,Gold,True
C-ADV-01035,2023-02-13,Direct,37,0.22,22.77,Silver,True
C-ADV-01036,2023-05-26,Direct,58,0.41,107.79,Silver,True
C-ADV-01037,2023-09-27,Social Media,19,0.17,19.09,Bronze,True
C-ADV-01038,2023-06-16,Direct,47,0.2,57.43,Gold,False
C-ADV-01039,2023-03-11,Email,29,0.54,25.57,Platinum,False
C-ADV-01040,2023-09-26,Email,37,0.18,44.77,Gold,False
C-ADV-01041,2023-10-04,Social Media,69,0.09,92.85,Bronze,False
C-ADV-01042,2023-06-07,Referral,44,0.17,57.24,Gold,True
C-ADV-01043,2023-06-05,Search,18,0.08,63.36,Silver,True
C-ADV-01044,2023-05-27,Direct,52,0.17,27.74,Bronze,False
C-ADV-01045,2023-09-02,Referral,18,0.38,23.9,Platinum,True
C-ADV-01046,2023-11-02,Social Media,68,0.12,32.0,Bronze,True
C-ADV-01047,2023-04-07,Direct,53,0.11,212.75,Platinum,False
C-ADV-01048,2023-05-08,Social Media,63,0.24,39.84,Platinum,False
C-ADV-01049,2023-04-23,Referral,23,0.29,143.71,Platinum,True
C-ADV-01050,2023-09-22,Email,69,0.42,64.81,Gold,True
C-ADV-01051,2023-11-29,Email,69,0.26,33.98,Gold,False
C-ADV-01052,2023-04-07,Search,29,0.34,27.29,Silver,True
C-ADV-01053,2023-02-26,Direct,57,0.39,16.13,Platinum,True
C-ADV-01054,2023-12-25,Email,49,0.33,182.9,Silver,True
C-ADV-01055,2023-01-10,Social Media,21,0.2,19.73,Bronze,True
C-ADV-01056,2023-02-22,Referral,35,0.37,24.24,Silver,False
C-ADV-01057,2023-01-05,Social Media,23,0.27,205.47,Silver,True
C-ADV-01058,2023-09-10,Social Media,39,0.21,83.18,Platinum,True
C-ADV-01059,2023-09-13,Referral,47,0.26,74.09,Bronze,True
C-ADV-01060,2023-02-11,Social Media,21,0.1,50.65,Gold,False
C-ADV-01061,2023-02-06,Email,48,0.1,6.1,Silver,True
C-ADV-01062,2023-05-09,Direct,18,0.36,45.43,Bronze,True
C-ADV-01063,2023-07-17,Direct,33,0.29,186.79,Bronze,True
C-ADV-01064,2023-08-24,Search,51,0.27,495.48,Silver,False
C-ADV-01065,2023-07-19,Referral,38,0.54,14.37,Silver,True
C-ADV-01066,2023-10-09,Email,25,0.39,21.82,Gold,False
C-ADV-01067,2023-11-23,Referral,30,0.39,157.6,Gold,True
C-ADV-01068,2023-12-08,Social Media,25,0.12,121.6,Silver,False
C-ADV-01069,2023-06-16,Search,28,0.26,43.13,Gold,True
C-ADV-01070,2023-07-22,Social Media,18,0.5,31.38,Bronze,False
C-ADV-01071,2023-12-19,Email,27,0.65,13.82,Gold,True
C-ADV-01072,2023-05-08,Social Media,49,0.13,21.62,Bronze,True
C-ADV-01073,2023-11-17,Search,21,0.11,280.28,Gold,True
C-ADV-01074,2023-12-26,Email,68,0.31,27.97,Bronze,True
C-ADV-01075,2023-09-07,Social Media,38,0.24,96.23,Gold,False
C-ADV-01076,2023-04-09,Search,62,0.18,26.93,Platinum,True
C-ADV-01077,2023-03-10,Referral,20,0.58,39.25,Platinum,False
C-ADV-01078,2023-10-14,Referral,52,0.34,45.92,Platinum,True
C-ADV-01079,2023-10-18,Social Media,52,0.12,113.7,Gold,True
C-ADV-01080,2023-08-28,Referral,56,0.18,56.98,Silver,True
C-ADV-01081,2023-09-29,Social Media,46,0.32,81.3,Gold,True
C-ADV-01082,2023-10-05,Referral,47,0.07,8.79,Bronze,False
C-ADV-01083,2023-04-05,Search,57,0.3,55.4,Gold,True
C-ADV-01084,2023-06-14,Search,60,0.36,68.89,Platinum,True
C-ADV-01085,2023-09-26,Direct,67,0.22,27.48,Silver,True
C-ADV-01086,2023-06-15,Direct,59,0.1,246.66,Gold,True
C-ADV-01087,2023-02-19,Email,60,0.42,53.41,Bronze,True
C-ADV-01088,2023-03-08,Social Media,20,0.25,39.42,Silver,True
C-ADV-01089,2023-09-06,Social Media,24,0.31,55.67,Bronze,False
C-ADV-01090,2023-12-03,Direct,51,0.45,8.15,Gold,True
C-ADV-01091,2023-07-07,Social Media,56,0.1,272.48,Bronze,True
C-ADV-01092,2023-04-17,Direct,23,0.17,25.22,Platinum,True
C-ADV-01093,2023-07-04,Email,65,0.38,60.39,Platinum,True
C-ADV-01094,2023-12-29,Search,70,0.48,9.65,Gold,True
C-ADV-01095,2023-02-06,Referral,22,0.22,558.18,Silver,True
C-ADV-01096,2023-02-21,Social Media,52,0.16,102.2,Platinum,True
C-ADV-01097,2023-04-09,Email,60,0.37,300.1,Silver,True
C-ADV-01098,2023-10-13,Email,44,0.14,122.29,Bronze,True
C-ADV-01099,2023-12-12,Direct,62,0.24,58.44,Platinum,True
C-ADV-01100,2023-03-27,Social Media,53,0.26,56.4,Platinum,True
C-ADV-01101,2023-12-03,Social Media,52,0.52,59.21,Platinum,True
C-ADV-01102,2023-06-11,Email,38,0.63,104.07,Gold,False
C-ADV-01103,2023-11-21,Direct,70,0.15,30.28,Gold,True
C-ADV-01104,2023-10-16,Email,31,0.32,39.44,Platinum,True
C-ADV-01105,2023-07-04,Direct,46,0.1,27.56,Platinum,True
C-ADV-01106,2023-01-18,Referral,56,0.34,98.35,Bronze,True
C-ADV-01107,2023-06-04,Search,37,0.32,126.96,Silver,True
C-ADV-01108,2023-06-11,Search,67,0.3,97.78,Gold,True
C-ADV-01109,2023-02-18,Search,47,0.26,28.25,Gold,True
C-ADV-01110,2023-03-12,Referral,41,0.14,121.27,Silver,True
C-ADV-01111,2023-05-12,Referral,23,0.05,23.28,Platinum,True
C-ADV-01112,2023-02-09,Referral,68,0.47,16.99,Platinum,True
C-ADV-01113,2023-09-07,Email,70,0.24,6.86,Bronze,True
C-ADV-01114,2023-01-20,Email,42,0.08,20.25,Bronze,True
C-ADV-01115,2023-06-21,Referral,70,0.22,20.18,Platinum,False
C-ADV-01116,2023-03-03,Social Media,65,0.02,86.49,Bronze,False
C-ADV-01117,2023-01-28,Referral,51,0.21,7.73,Bronze,True
C-ADV-01118,2023-10-04,Email,27,0.37,43.47,Gold,True
C-ADV-01119,2023-03-20,Search,61,0.37,38.98,Platinum,False
C-ADV-01120,2023-11-01,Email,50,0.2,148.43,Bronze,True
C-ADV-01121,2023-08-10,Referral,68,0.49,32.92,Platinum,True
C-ADV-01122,2023-03-09,Referral,23,0.37,25.17,Platinum,True
C-ADV-01123,2023-10-08,Direct,34,0.36,32.88,Bronze,False
C-ADV-01124,2023-09-14,Direct,67,0.58,36.38,Silver,True
C-ADV-01125,2023-09-04,Email,30,0.02,82.75,Platinum,False
C-ADV-01126,2023-11-30,Email,30,0.2,81.33,Silver,True
C-ADV-01127,2023-02-06,Referral,67,0.26,181.74,Platinum,True
C-ADV-01128,2023-12-17,Email,23,0.14,53.16,Bronze,False
C-ADV-01129,2023-08-05,Referral,40,0.55,11.49,Silver,True
C-ADV-01130,2023-06-26,Email,59,0.25,36.56,Bronze,True
C-ADV-01131,2023-03-28,Referral,57,0.44,12.39,Platinum,True
C-ADV-01132,2023-08-14,Search,70,0.18,7.58,Silver,True
C-ADV-01133,2023-12-17,Referral,27,0.14,82.89,Bronze,True
C-ADV-01134,2023-01-28,Social Media,57,0.14,29.81,Silver,True
C-ADV-01135,2023-01-08,Referral,62,0.55,112.63,Bronze,True
C-ADV-01136,2023-08-19,Direct,19,0.53,166.2,Gold,True
C-ADV-01137,2023-10-03,Social Media,31,0.22,15.44,Gold,False
C-ADV-01138,2023-11-15,Social Media,62,0.5,124.3,Bronze,False
C-ADV-01139,2023-10-26,Email,20,0.52,135.7,Gold,True
C-ADV-01140,2023-01-31,Referral,30,0.1,408.99,Gold,True
C-ADV-01141,2023-08-27,Search,22,0.37,39.94,Platinum,True
C-ADV-01142,2023-12-06,Referral,24,0.28,12.18,Bronze,True
C-ADV-01143,2023-11-29,Direct,32,0.23,187.49,Platinum,True
C-ADV-01144,2023-06-11,Direct,56,0.29,45.6,Bronze,True
C-ADV-01145,2023-04-12,Email,47,0.49,93.72,Bronze,True
C-ADV-01146,2023-05-07,Email,37,0.35,65.05,Gold,False
C-ADV-01147,2023-07-21,Social Media,19,0.12,54.1,Gold,True
C-ADV-01148,2023-07-01,Referral,33,0.09,185.95,Gold,True
C-ADV-01149,2023-11-17,Referral,42,0.31,33.18,Bronze,True
C-ADV-01150,2023-04-26,Social Media,39,0.48,84.36,Platinum,True
C-ADV-01151,2023-02-14,Direct,51,0.32,83.75,Silver,False
C-ADV-01152,2023-05-04,Email,27,0.53,46.59,Platinum,True
